0.001, 0.13,0.00, 0.00
0.061, 0.17,0.01, 0.01
0.121, -0.39,-0.00, -0.00
0.181, -0.43,-0.01, -0.01
0.241, -0.34,-0.02, -0.02
0.302, -0.50,-0.03, -0.03
0.364, -0.29,-0.03, -0.03
0.424, -0.28,-0.04, -0.04
0.485, -0.41,-0.05, -0.05
0.545, -0.37,-0.05, -0.05
0.605, -0.33,-0.06, -0.06
0.665, -0.39,-0.07, -0.07
0.725, -0.36,-0.07, -0.07
0.785, -0.30,-0.08, -0.08
0.845, -0.33,-0.08, -0.08
0.906, -0.34,-0.09, -0.09
0.966, -0.47,-0.10, -0.10
1.026, -0.36,-0.10, -0.10
1.086, -0.16,-0.11, -0.11
1.146, -0.46,-0.11, -0.11
1.206, -0.25,-0.12, -0.12
1.266, -0.24,-0.12, -0.12
1.326, -0.29,-0.12, -0.12
1.386, -0.52,-0.13, -0.13
1.447, -0.32,-0.13, -0.13
1.507, -0.27,-0.14, -0.14
1.567, -0.10,-0.14, -0.14
1.627, -0.45,-0.14, -0.14
1.687, -0.31,-0.15, -0.15
1.747, -0.32,-0.15, -0.15
1.807, -0.08,-0.15, -0.15
1.867, -0.21,-0.15, -0.15
1.927, -0.07,-0.15, -0.15
1.987, -0.06,-0.15, -0.15
2.048, 0.19,-0.14, -0.14
2.108, 0.26,-0.13, -0.13
2.168, -0.19,-0.13, -0.13
2.228, -0.09,-0.13, -0.13
2.288, 0.15,-0.13, -0.13
2.348, 0.07,-0.12, -0.12
2.408, 0.13,-0.12, -0.12
2.469, -0.10,-0.12, -0.12
2.529, -0.02,-0.11, -0.11
2.589, 0.29,-0.10, -0.11
2.649, -0.07,-0.10, -0.10
2.709, -0.04,-0.10, -0.10
2.769, -0.12,-0.10, -0.10
2.829, -0.02,-0.10, -0.10
2.889, -0.38,-0.11, -0.11
2.949, -0.23,-0.11, -0.11
3.010, -0.11,-0.11, -0.11
3.070, 0.03,-0.11, -0.11
3.130, -0.17,-0.11, -0.11
3.190, -0.21,-0.11, -0.11
3.250, 0.02,-0.11, -0.11
3.310, -0.13,-0.11, -0.11
3.370, -0.07,-0.11, -0.11
3.430, -0.25,-0.11, -0.11
3.490, -0.18,-0.11, -0.11
3.551, -0.15,-0.11, -0.11
3.611, -0.31,-0.12, -0.12
3.671, -0.14,-0.12, -0.12
3.731, 0.08,-0.11, -0.11
3.791, -0.01,-0.11, -0.11
3.851, -0.00,-0.11, -0.11
3.911, -0.18,-0.11, -0.11
3.971, -0.22,-0.11, -0.11
4.031, -0.03,-0.11, -0.11
4.092, -0.06,-0.11, -0.11
4.152, -0.07,-0.11, -0.11
4.212, 0.06,-0.11, -0.11
4.272, -0.13,-0.11, -0.11
4.332, -0.05,-0.10, -0.10
4.393, -0.14,-0.11, -0.11
4.455, -0.08,-0.10, -0.10
4.517, -0.22,-0.11, -0.11
4.580, -0.26,-0.11, -0.11
4.641, 0.19,-0.10, -0.10
4.703, 0.01,-0.10, -0.10
4.766, 0.18,-0.10, -0.10
4.827, -0.10,-0.10, -0.10
4.889, -0.06,-0.09, -0.09
4.951, 0.03,-0.09, -0.09
5.013, -0.07,-0.09, -0.09
5.075, -0.15,-0.09, -0.09
5.137, 0.17,-0.09, -0.09
5.199, -0.00,-0.09, -0.09
5.262, -0.10,-0.09, -0.09
5.324, 0.13,-0.08, -0.08
5.386, -0.06,-0.08, -0.08
5.448, -0.02,-0.08, -0.08
5.510, 0.09,-0.08, -0.08
5.572, 0.10,-0.07, -0.07
5.634, 0.01,-0.07, -0.07
5.697, 0.04,-0.07, -0.07
5.759, 0.13,-0.06, -0.06
5.821, 0.16,-0.06, -0.06
5.884, 0.07,-0.06, -0.06
5.945, -0.07,-0.06, -0.06
6.007, -0.06,-0.06, -0.06
6.069, 0.33,-0.05, -0.05
6.131, 0.29,-0.04, -0.04
6.194, -0.02,-0.04, -0.04
6.255, 0.10,-0.04, -0.04
6.317, 0.01,-0.04, -0.04
6.378, -0.06,-0.04, -0.04
6.440, 0.05,-0.03, -0.03
6.501, 0.17,-0.03, -0.03
6.564, -0.03,-0.03, -0.03
6.626, 0.15,-0.03, -0.03
6.688, 0.13,-0.02, -0.02
6.751, 0.24,-0.02, -0.02
6.813, 0.13,-0.01, -0.01
6.874, 0.25,-0.01, -0.01
6.937, 0.06,-0.01, -0.01
6.999, 0.06,-0.01, -0.01
7.060, -0.03,-0.01, -0.01
7.122, 0.28,0.00, -0.00
7.184, 0.14,0.00, 0.00
7.246, 0.26,0.01, 0.01
7.308, 0.18,0.01, 0.01
7.370, 0.27,0.02, 0.02
7.432, 0.24,0.02, 0.02
7.494, 0.24,0.03, 0.03
7.556, 0.17,0.03, 0.03
7.617, 0.12,0.03, 0.03
7.680, 0.14,0.03, 0.03
7.742, 0.07,0.04, 0.04
7.804, -0.05,0.03, 0.03
7.866, 0.15,0.04, 0.04
7.927, -0.05,0.03, 0.03
7.990, 0.24,0.04, 0.04
8.051, -0.24,0.03, 0.03
8.113, 0.12,0.03, 0.03
8.175, -0.17,0.03, 0.03
8.238, 0.14,0.03, 0.03
8.300, 0.16,0.04, 0.04
8.362, 0.07,0.04, 0.04
8.424, 0.19,0.04, 0.04
8.485, -0.22,0.03, 0.03
8.547, -0.07,0.03, 0.03
8.609, 0.16,0.03, 0.03
8.671, 0.07,0.04, 0.04
8.733, -0.00,0.03, 0.03
8.795, -0.06,0.03, 0.03
8.857, -0.02,0.03, 0.03
8.920, -0.03,0.03, 0.03
8.981, -0.14,0.03, 0.03
9.043, -0.01,0.03, 0.03
9.105, -0.04,0.02, 0.02
9.167, 0.07,0.02, 0.02
9.229, -0.17,0.02, 0.02
9.291, -0.00,0.02, 0.02
9.353, 0.03,0.02, 0.02
9.415, -0.05,0.02, 0.02
9.477, -0.02,0.02, 0.02
9.539, 0.09,0.02, 0.02
9.601, -0.01,0.02, 0.02
9.663, -0.04,0.02, 0.02
9.725, 0.16,0.02, 0.02
9.787, 0.00,0.02, 0.02
9.848, 0.14,0.02, 0.02
9.911, -0.04,0.02, 0.02
9.973, 0.04,0.02, 0.02
10.035, 0.06,0.02, 0.02
10.097, 0.08,0.02, 0.02
10.158, -0.02,0.02, 0.02
10.221, 0.21,0.03, 0.03
10.283, 0.18,0.03, 0.03
10.345, 0.05,0.03, 0.03
10.407, -0.06,0.03, 0.03
10.469, -0.15,0.02, 0.03
10.531, 0.00,0.02, 0.02
10.593, -0.18,0.02, 0.02
10.655, 0.14,0.02, 0.02
10.717, 0.10,0.02, 0.02
10.779, 0.07,0.03, 0.03
10.841, -0.09,0.02, 0.02
10.903, 0.00,0.02, 0.02
10.965, 0.18,0.03, 0.03
11.027, 0.19,0.03, 0.03
11.089, 0.06,0.03, 0.03
11.151, 0.12,0.03, 0.03
11.213, -0.05,0.03, 0.03
11.275, 0.14,0.03, 0.03
11.337, -0.16,0.03, 0.03
11.399, 0.14,0.03, 0.03
11.460, 0.02,0.03, 0.03
11.522, -0.07,0.03, 0.03
11.585, 0.24,0.03, 0.03
11.647, -0.05,0.03, 0.03
11.709, 0.06,0.03, 0.03
11.771, 0.22,0.04, 0.04
11.833, 0.17,0.04, 0.04
11.895, 0.23,0.04, 0.04
11.957, -0.06,0.04, 0.04
12.019, 0.12,0.04, 0.04
12.082, 0.19,0.05, 0.05
