0.000, 0.28,0.01, 0.00
0.063, 0.16,0.01, 0.01
0.123, 0.12,0.01, 0.01
0.186, 0.33,0.02, 0.02
0.248, 0.14,0.02, 0.02
0.311, 0.08,0.02, 0.02
0.373, -0.26,0.02, 0.02
0.433, 0.03,0.02, 0.02
0.493, -0.04,0.02, 0.02
0.553, -0.24,0.01, 0.01
0.616, 0.03,0.01, 0.01
0.678, -0.09,0.01, 0.01
0.741, -0.28,0.00, 0.00
0.803, -0.35,-0.01, -0.00
0.866, -0.12,-0.01, -0.01
0.928, -0.01,-0.01, -0.01
0.991, -0.36,-0.02, -0.01
1.053, -0.19,-0.02, -0.02
1.116, -0.11,-0.02, -0.02
1.176, -0.21,-0.03, -0.03
1.238, -0.24,-0.03, -0.03
1.301, 0.05,-0.03, -0.03
1.363, -0.18,-0.03, -0.03
1.423, -0.03,-0.03, -0.03
1.485, -0.11,-0.03, -0.03
1.547, 0.03,-0.03, -0.03
1.608, -0.12,-0.03, -0.03
1.670, 0.00,-0.03, -0.03
1.732, -0.15,-0.04, -0.04
1.794, -0.12,-0.04, -0.04
1.856, -0.12,-0.04, -0.04
1.918, 0.07,-0.04, -0.04
1.980, 0.09,-0.03, -0.03
2.042, -0.02,-0.03, -0.03
2.103, -0.07,-0.03, -0.03
2.165, -0.16,-0.04, -0.04
2.227, -0.24,-0.04, -0.04
2.289, -0.02,-0.04, -0.04
2.351, 0.17,-0.04, -0.04
2.413, 0.06,-0.03, -0.04
2.475, 0.02,-0.03, -0.03
2.537, -0.09,-0.03, -0.03
2.598, 0.02,-0.03, -0.03
2.660, 0.05,-0.03, -0.03
2.722, -0.24,-0.04, -0.04
2.784, -0.17,-0.04, -0.04
2.846, -0.07,-0.04, -0.04
2.908, -0.06,-0.04, -0.04
2.969, 0.09,-0.04, -0.04
3.031, -0.23,-0.04, -0.04
3.093, -0.00,-0.04, -0.04
3.155, 0.08,-0.04, -0.04
3.217, 0.30,-0.03, -0.03
3.279, 0.07,-0.03, -0.03
3.340, 0.04,-0.03, -0.03
3.402, 0.09,-0.02, -0.02
3.464, 0.31,-0.02, -0.02
3.526, -0.02,-0.02, -0.02
3.588, 0.03,-0.02, -0.02
3.650, -0.03,-0.02, -0.02
3.712, 0.15,-0.01, -0.01
3.773, 0.09,-0.01, -0.01
3.835, 0.06,-0.01, -0.01
3.897, -0.00,-0.01, -0.01
3.959, 0.26,-0.00, -0.00
4.021, 0.18,0.00, 0.00
4.082, 0.44,0.01, 0.01
4.144, 0.30,0.02, 0.02
4.206, 0.22,0.02, 0.02
4.268, 0.34,0.03, 0.03
4.330, 0.11,0.03, 0.03
4.391, 0.19,0.03, 0.03
4.453, 0.41,0.04, 0.04
4.515, 0.39,0.05, 0.05
4.577, 0.26,0.05, 0.05
4.639, 0.32,0.06, 0.06
4.700, 0.46,0.07, 0.07
4.762, 0.22,0.07, 0.07
4.824, 0.42,0.08, 0.08
4.886, 0.26,0.08, 0.08
4.948, 0.15,0.08, 0.08
5.009, 0.36,0.09, 0.09
5.071, 0.06,0.09, 0.09
5.134, 0.30,0.09, 0.09
5.196, 0.51,0.10, 0.10
5.257, 0.20,0.11, 0.10
5.319, 0.13,0.11, 0.11
5.381, 0.35,0.11, 0.11
5.443, 0.06,0.11, 0.11
5.505, -0.02,0.11, 0.11
5.566, 0.11,0.11, 0.11
5.628, 0.17,0.11, 0.11
5.690, 0.26,0.11, 0.11
5.752, 0.27,0.12, 0.12
5.814, 0.33,0.12, 0.12
5.875, 0.44,0.13, 0.13
5.937, 0.29,0.13, 0.13
5.999, 0.33,0.14, 0.13
6.061, 0.36,0.14, 0.14
6.124, 0.36,0.14, 0.14
6.185, 0.45,0.15, 0.15
6.247, 0.36,0.16, 0.16
6.309, 0.29,0.16, 0.16
6.371, 0.19,0.16, 0.16
6.433, 0.03,0.16, 0.16
6.495, 0.13,0.16, 0.16
6.557, 0.07,0.15, 0.15
6.618, 0.29,0.16, 0.16
6.680, 0.33,0.16, 0.16
6.742, 0.27,0.16, 0.16
6.804, 0.22,0.16, 0.16
6.866, 0.36,0.17, 0.17
6.928, 0.37,0.17, 0.17
6.989, 0.29,0.18, 0.18
7.051, 0.20,0.18, 0.18
7.113, 0.42,0.18, 0.18
7.175, 0.09,0.18, 0.18
7.237, 0.44,0.19, 0.18
7.299, 0.24,0.19, 0.19
7.360, 0.56,0.19, 0.19
7.422, 0.44,0.20, 0.20
7.484, 0.56,0.21, 0.21
7.546, 0.26,0.21, 0.21
7.608, 0.38,0.21, 0.21
7.670, 0.12,0.21, 0.21
7.732, 0.34,0.21, 0.21
7.793, 0.27,0.21, 0.21
7.855, 0.37,0.22, 0.22
7.917, 0.33,0.22, 0.22
7.979, 0.24,0.22, 0.22
8.040, 0.42,0.23, 0.22
8.102, 0.04,0.22, 0.22
8.164, 0.32,0.22, 0.22
8.225, 0.33,0.23, 0.23
8.288, 0.29,0.23, 0.23
8.349, 0.12,0.22, 0.23
8.410, 0.12,0.22, 0.22
8.472, 0.40,0.23, 0.23
8.534, 0.45,0.23, 0.23
8.595, 0.38,0.23, 0.23
8.657, 0.17,0.23, 0.23
8.719, 0.27,0.23, 0.23
8.781, 0.78,0.25, 0.24
8.843, 0.29,0.25, 0.25
8.905, 0.29,0.25, 0.25
8.967, 0.47,0.25, 0.25
9.028, 0.27,0.25, 0.25
9.090, 0.74,0.26, 0.26
9.152, 0.34,0.27, 0.27
9.214, 0.47,0.27, 0.27
9.276, 0.34,0.27, 0.27
9.338, 0.43,0.28, 0.27
9.400, 0.40,0.28, 0.28
9.461, 0.33,0.28, 0.28
9.523, 0.44,0.28, 0.28
9.585, 0.42,0.29, 0.28
9.647, 0.49,0.29, 0.29
9.709, 0.43,0.29, 0.29
9.770, 0.52,0.30, 0.30
9.832, 0.43,0.30, 0.30
9.894, 0.68,0.31, 0.31
9.956, 0.23,0.31, 0.31
10.018, 0.52,0.31, 0.31
10.080, 0.38,0.31, 0.31
10.142, 0.47,0.32, 0.32
10.204, 0.45,0.32, 0.32
10.266, 0.61,0.33, 0.33
10.328, 0.45,0.33, 0.33
10.390, 0.42,0.33, 0.33
10.452, 0.52,0.33, 0.33
10.513, 0.57,0.34, 0.34
10.575, 0.35,0.34, 0.34
10.637, 0.58,0.35, 0.34
10.699, 0.53,0.35, 0.35
10.761, 0.44,0.35, 0.35
10.823, 0.64,0.36, 0.36
10.884, 0.52,0.36, 0.36
10.946, 0.66,0.37, 0.37
11.008, 0.36,0.37, 0.37
11.070, 0.83,0.38, 0.38
11.132, 0.66,0.38, 0.38
11.194, 0.51,0.39, 0.39
11.256, 0.58,0.39, 0.39
11.317, 0.39,0.39, 0.39
11.379, 0.72,0.40, 0.40
11.441, 0.58,0.40, 0.40
11.503, 0.40,0.40, 0.40
11.565, 0.56,0.40, 0.40
11.626, 0.56,0.41, 0.41
11.688, 0.57,0.41, 0.41
11.750, 0.74,0.42, 0.42
11.812, 0.37,0.42, 0.42
11.873, 0.56,0.42, 0.42
11.935, 0.71,0.43, 0.43
11.997, 0.60,0.43, 0.43
12.059, 0.72,0.44, 0.44
12.121, 0.76,0.44, 0.44
12.183, 0.78,0.45, 0.45
12.244, 0.70,0.46, 0.46
12.306, 0.58,0.46, 0.46
12.368, 0.63,0.46, 0.46
12.430, 0.49,0.46, 0.46
12.492, 0.45,0.46, 0.46
12.554, 0.77,0.47, 0.47
12.615, 0.50,0.47, 0.47
12.677, 0.76,0.48, 0.48
12.739, 0.45,0.48, 0.48
12.801, 0.77,0.48, 0.48
12.863, 0.69,0.49, 0.49
12.925, 0.68,0.49, 0.49
12.986, 0.66,0.50, 0.50
13.048, 0.68,0.50, 0.50
13.110, 0.61,0.50, 0.50
13.172, 0.75,0.51, 0.51
13.234, 0.77,0.51, 0.51
13.295, 0.73,0.52, 0.52
13.357, 0.44,0.52, 0.52
13.419, 0.59,0.52, 0.52
13.481, 0.65,0.52, 0.52
13.543, 0.79,0.53, 0.53
13.604, 0.45,0.52, 0.52
13.666, 0.58,0.53, 0.53
13.728, 0.55,0.53, 0.53
13.790, 0.60,0.53, 0.53
13.852, 0.58,0.53, 0.53
13.913, 0.43,0.53, 0.53
13.975, 0.73,0.53, 0.53
14.037, 0.55,0.53, 0.53
14.099, 0.73,0.54, 0.54
14.162, 0.86,0.54, 0.54
14.224, 0.47,0.54, 0.54
14.286, 0.57,0.54, 0.54
14.347, 0.59,0.54, 0.54
14.409, 0.71,0.55, 0.55
14.471, 0.55,0.55, 0.55
14.533, 0.58,0.55, 0.55
14.595, 0.74,0.55, 0.55
14.657, 0.60,0.55, 0.55
14.719, 0.61,0.55, 0.55
14.780, 0.55,0.55, 0.55
14.842, 0.72,0.56, 0.56
14.904, 0.39,0.55, 0.55
14.966, 0.46,0.55, 0.55
15.028, 0.94,0.56, 0.56
15.090, 0.49,0.56, 0.56
15.151, 0.49,0.56, 0.56
15.213, 0.54,0.56, 0.56
15.275, 0.59,0.56, 0.56
15.337, 0.23,0.55, 0.55
15.399, 0.63,0.55, 0.55
15.461, 0.49,0.55, 0.55
15.522, 0.45,0.55, 0.55
15.584, 0.45,0.55, 0.55
15.646, 0.52,0.55, 0.55
15.708, 0.60,0.55, 0.55
15.770, 0.86,0.55, 0.55
15.832, 0.70,0.56, 0.56
15.893, 0.61,0.56, 0.56
15.955, 0.70,0.56, 0.56
16.017, 0.60,0.56, 0.56
16.079, 0.63,0.56, 0.56
16.141, 0.55,0.56, 0.56
16.202, 0.68,0.57, 0.57
16.264, 0.54,0.57, 0.57
16.326, 0.61,0.57, 0.57
16.388, 0.63,0.57, 0.57
16.450, 0.77,0.57, 0.57
16.512, 0.65,0.57, 0.57
16.573, 0.50,0.57, 0.57
16.635, 0.63,0.57, 0.57
16.697, 0.54,0.57, 0.57
16.759, 0.55,0.57, 0.57
16.821, 0.40,0.57, 0.57
16.883, 0.44,0.57, 0.57
16.945, 0.41,0.56, 0.56
17.006, 0.61,0.56, 0.56
17.068, 0.70,0.57, 0.57
17.130, 0.60,0.57, 0.57
17.192, 0.63,0.57, 0.57
17.254, 0.86,0.57, 0.57
17.315, 0.51,0.57, 0.57
17.377, 0.51,0.57, 0.57
17.439, 0.42,0.57, 0.57
17.501, 0.57,0.57, 0.57
17.563, 0.69,0.57, 0.57
17.624, 0.52,0.57, 0.57
17.686, 0.48,0.57, 0.57
17.748, 0.23,0.56, 0.56
17.810, 0.29,0.55, 0.56
17.872, 0.42,0.55, 0.55
17.934, 0.40,0.55, 0.55
17.995, 0.54,0.55, 0.55
18.057, 0.65,0.55, 0.55
18.119, 0.22,0.54, 0.54
18.181, 0.21,0.54, 0.54
18.243, 0.50,0.54, 0.54
18.304, 0.59,0.54, 0.54
18.366, 0.18,0.53, 0.53
18.428, 0.47,0.53, 0.53
18.490, 0.32,0.52, 0.52
18.552, 0.41,0.52, 0.52
18.614, 0.02,0.51, 0.51
18.675, 0.61,0.51, 0.51
18.737, 0.59,0.51, 0.51
18.799, 0.40,0.51, 0.51
18.861, 0.78,0.52, 0.52
18.923, 0.67,0.52, 0.52
18.985, 0.97,0.53, 0.53
19.046, 0.79,0.54, 0.54
19.108, 0.30,0.53, 0.53
19.170, 0.26,0.52, 0.53
19.232, 0.61,0.53, 0.53
19.294, 0.48,0.53, 0.53
19.356, 0.42,0.52, 0.52
19.418, 0.36,0.52, 0.52
19.479, 0.14,0.51, 0.51
19.541, 0.42,0.51, 0.51
19.603, 0.35,0.51, 0.51
19.665, 0.56,0.51, 0.51
19.727, 0.22,0.50, 0.50
19.788, 0.32,0.50, 0.50
19.850, 0.50,0.50, 0.50
19.912, 0.71,0.50, 0.50
19.974, 0.57,0.50, 0.50
20.036, 0.68,0.51, 0.51
20.098, 0.59,0.51, 0.51
20.161, 0.85,0.52, 0.52
20.224, 0.62,0.52, 0.52
20.286, 0.78,0.52, 0.52
20.347, 0.78,0.53, 0.53
20.409, 0.67,0.53, 0.53
20.471, 0.37,0.53, 0.53
20.533, 0.27,0.52, 0.52
20.595, 0.27,0.52, 0.52
20.657, 0.48,0.52, 0.52
20.719, 0.38,0.51, 0.51
20.781, 0.40,0.51, 0.51
20.843, 0.40,0.51, 0.51
20.904, 0.52,0.51, 0.51
20.966, 0.52,0.51, 0.51
21.028, 0.36,0.51, 0.51
21.090, 0.40,0.50, 0.50
21.152, 0.35,0.50, 0.50
21.214, 0.20,0.49, 0.49
21.276, 0.48,0.49, 0.49
21.338, 0.64,0.50, 0.50
21.399, 0.29,0.49, 0.49
21.461, 0.38,0.49, 0.49
21.523, 0.23,0.48, 0.49
21.585, 0.44,0.48, 0.48
21.647, 0.29,0.48, 0.48
21.709, 0.37,0.48, 0.48
21.770, 0.13,0.47, 0.47
21.832, 0.25,0.46, 0.47
21.894, 0.31,0.46, 0.46
21.956, 0.48,0.46, 0.46
22.018, 0.42,0.46, 0.46
22.080, 0.18,0.45, 0.46
22.142, 0.40,0.45, 0.45
22.204, -0.08,0.44, 0.44
22.266, 0.40,0.44, 0.44
22.327, 0.24,0.44, 0.44
22.389, 0.09,0.43, 0.43
22.451, 0.39,0.43, 0.43
22.513, 0.37,0.43, 0.43
22.575, 0.37,0.43, 0.43
22.637, 0.11,0.42, 0.42
22.698, -0.02,0.41, 0.41
22.760, 0.15,0.40, 0.40
22.822, 0.33,0.40, 0.40
22.884, 0.11,0.40, 0.40
22.946, -0.19,0.38, 0.38
23.007, 0.07,0.38, 0.38
23.069, 0.14,0.37, 0.37
23.132, 0.09,0.36, 0.37
23.193, -0.15,0.35, 0.35
23.255, -0.00,0.35, 0.35
23.317, 0.04,0.34, 0.34
23.379, -0.28,0.33, 0.33
23.441, -0.12,0.32, 0.32
23.503, -0.40,0.30, 0.30
23.564, -0.27,0.29, 0.29
23.626, -0.26,0.28, 0.28
23.688, -0.11,0.27, 0.27
23.750, 0.11,0.26, 0.26
23.812, 0.01,0.26, 0.26
23.873, -0.24,0.25, 0.25
23.935, -0.27,0.24, 0.24
23.997, -0.08,0.23, 0.23
24.059, -0.11,0.22, 0.22
24.121, -0.19,0.21, 0.21
24.182, -0.05,0.21, 0.21
24.244, 0.56,0.22, 0.21
24.306, -0.41,0.20, 0.20
24.368, -0.10,0.20, 0.20
24.430, -0.09,0.19, 0.19
24.492, -0.19,0.18, 0.18
24.554, -0.12,0.17, 0.18
24.616, -0.17,0.17, 0.17
24.678, -0.29,0.16, 0.16
24.739, -0.34,0.15, 0.15
24.801, -0.18,0.14, 0.14
24.863, -0.11,0.13, 0.13
24.925, -0.45,0.12, 0.12
24.987, -0.24,0.11, 0.11
25.049, -0.31,0.10, 0.11
25.111, -0.25,0.10, 0.10
25.173, -0.14,0.09, 0.09
25.234, -0.19,0.09, 0.09
25.296, -0.08,0.08, 0.08
25.358, -0.33,0.07, 0.07
25.420, -0.29,0.06, 0.07
25.482, -0.22,0.06, 0.06
25.544, -0.12,0.05, 0.06
25.606, -0.31,0.05, 0.05
25.667, -0.04,0.04, 0.05
25.729, -0.12,0.04, 0.04
25.791, 0.05,0.04, 0.04
25.853, -0.12,0.04, 0.04
25.915, -0.30,0.03, 0.03
25.976, -0.14,0.03, 0.03
26.038, -0.15,0.02, 0.02
26.100, -0.21,0.02, 0.02
26.162, -0.08,0.02, 0.02
26.225, 0.14,0.02, 0.02
26.286, 0.05,0.02, 0.02
26.348, 0.03,0.02, 0.02
26.410, -0.13,0.02, 0.02
26.472, -0.12,0.01, 0.01
26.534, 0.02,0.01, 0.01
26.596, -0.16,0.01, 0.01
26.657, 0.08,0.01, 0.01
26.719, -0.17,0.01, 0.01
26.781, -0.10,0.01, 0.01
26.843, -0.10,0.00, 0.00
26.905, -0.02,0.00, 0.00
26.966, -0.15,-0.00, -0.00
27.028, -0.01,-0.00, -0.00
27.090, -0.36,-0.01, -0.01
27.152, 0.05,-0.01, -0.01
27.214, -0.08,-0.01, -0.01
27.276, 0.12,-0.01, -0.01
27.337, -0.19,-0.01, -0.01
27.399, -0.51,-0.02, -0.02
27.461, 0.04,-0.02, -0.02
27.523, 0.16,-0.02, -0.02
27.585, -0.49,-0.03, -0.03
27.646, -0.26,-0.03, -0.03
