0.000, 0.2
0.031, 0.0
0.061, 0.0
0.090, 8.3
0.119, 8.3
0.148, 0.0
0.177, 0.0
0.206, 0.0
0.235, 8.3
0.264, 0.0
0.293, 0.0
0.323, 0.0
0.352, 8.3
0.380, 0.0
0.409, 0.0
0.438, 8.3
0.467, 8.3
0.496, 9.1
0.525, 0.0
0.554, 8.3
0.583, 8.3
0.612, 0.0
0.641, 0.0
0.670, 0.0
0.698, 9.1
0.727, 0.0
0.756, 0.0
0.785, 0.0
0.813, 0.0
0.843, 15.4
0.872, 0.0
0.901, 0.0
0.930, 8.3
0.959, 8.3
0.987, 8.3
1.017, 0.0
1.046, 0.0
1.075, 8.3
1.104, 0.0
1.133, 0.0
1.162, 8.3
1.191, 8.3
1.220, 0.0
1.249, 0.0
1.278, 8.3
1.307, 8.3
1.336, 0.0
1.365, 0.0
1.394, 0.0
1.423, 8.3
1.451, 0.0
1.480, 0.0
1.509, 0.0
1.539, 9.1
1.567, 8.3
1.596, 0.0
1.625, 0.0
1.654, 0.0
1.683, 15.4
1.711, 0.0
1.740, 0.0
1.769, 0.0
1.797, 0.0
1.826, 0.0
1.855, 8.3
1.884, 0.0
1.914, 0.0
1.943, 8.3
1.971, 0.0
2.000, 8.3
2.029, 0.0
2.058, 8.3
2.087, 0.0
2.116, 0.0
2.146, 0.0
2.174, 8.3
2.203, 0.0
2.232, 0.0
2.261, 0.0
2.290, 0.0
2.319, 8.3
2.348, 0.0
2.377, 0.0
2.406, 0.0
2.435, 8.3
2.464, 0.0
2.493, 0.0
2.522, 8.3
2.551, 0.0
2.580, 0.0
2.609, 9.1
2.637, 0.0
2.667, 8.3
2.696, 0.0
2.725, 0.0
2.754, 8.3
2.783, 0.0
2.812, 9.1
2.840, 0.0
2.870, 0.0
3.099, 8.3
3.128, 0.0
3.157, 0.0
3.187, 0.0
3.216, 8.3
3.245, 0.0
3.274, 8.3
3.303, 0.0
3.332, 0.0
3.361, 0.0
3.390, 0.0
3.419, 9.1
3.448, 8.3
3.476, 0.0
3.505, 0.0
3.534, 0.0
3.563, 8.3
3.592, 9.1
3.620, 0.0
3.649, 0.0
3.678, 0.0
3.706, 8.3
3.735, 0.0
3.764, 0.0
3.793, 0.0
3.822, 0.0
3.851, 15.4
3.880, 0.0
3.909, 0.0
3.938, 0.0
3.966, 8.3
3.995, 0.0
4.024, 0.0
4.054, 0.0
4.083, 15.4
4.111, 0.0
4.140, 0.0
4.169, 0.0
4.198, 8.3
4.227, 0.0
4.256, 0.0
4.285, 0.0
4.314, 0.0
4.342, 9.1
4.371, 15.4
4.400, 0.0
4.429, 0.0
4.458, 0.0
4.487, 8.3
4.516, 0.0
4.545, 0.0
4.574, 0.0
4.603, 8.3
4.632, 8.3
4.661, 0.0
4.690, 0.0
4.719, 0.0
4.747, 8.3
4.776, 0.0
4.805, 0.0
4.834, 8.3
4.864, 0.0
4.893, 0.0
4.921, 0.0
4.950, 15.4
4.979, 0.0
5.008, 0.0
5.039, 8.3
5.068, 0.0
5.097, 0.0
5.126, 8.3
5.155, 9.1
5.184, 8.3
5.213, 0.0
5.242, 0.0
5.271, 0.0
5.300, 0.0
5.329, 0.0
5.358, 0.0
5.387, 16.7
5.415, 0.0
5.445, 0.0
5.474, 0.0
5.503, 8.3
5.532, 8.3
5.560, 0.0
5.589, 0.0
5.619, 8.3
5.648, 0.0
5.677, 0.0
5.706, 0.0
5.735, 15.4
5.763, 0.0
5.792, 0.0
5.821, 0.0
5.850, 15.4
5.879, 0.0
5.909, 0.0
5.937, 0.0
5.966, 9.1
5.995, 0.0
6.024, 0.0
6.053, 0.0
6.083, 15.4
6.112, 8.3
6.141, 0.0
6.169, 0.0
6.198, 8.3
6.228, 0.0
6.256, 0.0
6.286, 0.0
6.315, 8.3
6.343, 0.0
6.372, 0.0
6.401, 0.0
6.430, 8.3
6.459, 0.0
6.488, 0.0
6.517, 0.0
6.546, 0.0
6.575, 0.0
6.603, 15.4
6.632, 0.0
6.661, 0.0
6.691, 0.0
6.720, 8.3
6.749, 0.0
6.777, 0.0
6.806, 0.0
6.835, 8.3
6.864, 0.0
6.893, 0.0
6.922, 0.0
6.951, 0.0
6.980, 8.3
7.009, 0.0
7.038, 0.0
7.067, 15.4
7.096, 0.0
7.125, 0.0
7.154, 8.3
7.183, 8.3
7.211, 0.0
7.240, 0.0
7.269, 0.0
7.299, 8.3
7.328, 0.0
7.356, 0.0
7.385, 0.0
7.414, 0.0
7.443, 8.3
7.472, 8.3
7.501, 0.0
7.530, 0.0
7.559, 8.3
7.587, 0.0
7.616, 0.0
7.645, 0.0
7.674, 0.0
7.702, 8.3
7.731, 15.4
7.760, 0.0
7.788, 0.0
7.817, 0.0
7.846, 0.0
7.875, 8.3
7.905, 0.0
7.934, 8.3
7.963, 0.0
7.991, 8.3
8.020, 0.0
8.049, 0.0
8.078, 8.3
8.107, 0.0
8.136, 0.0
8.165, 0.0
8.194, 8.3
8.223, 8.3
8.252, 0.0
8.281, 0.0
8.310, 9.1
8.339, 8.3
8.367, 0.0
8.396, 0.0
8.425, 8.3
8.454, 0.0
8.483, 0.0
8.512, 0.0
8.542, 0.0
8.570, 16.7
8.599, 8.3
8.628, 0.0
8.657, 0.0
8.686, 0.0
8.715, 0.0
8.744, 0.0
8.773, 0.0
8.802, 0.0
8.830, 8.3
8.859, 0.0
8.888, 8.3
8.916, 0.0
8.945, 0.0
8.974, 9.1
9.003, 0.0
9.032, 0.0
9.061, 0.0
9.090, 8.3
9.119, 0.0
9.147, 8.3
9.176, 0.0
9.205, 0.0
9.233, 0.0
9.262, 8.3
9.291, 8.3
9.320, 0.0
9.348, 0.0
9.377, 0.0
9.407, 8.3
9.436, 0.0
9.465, 0.0
9.493, 8.3
9.522, 0.0
9.551, 8.3
9.580, 0.0
9.609, 0.0
9.638, 8.3
9.667, 8.3
9.696, 0.0
9.725, 8.3
